gene_id	symbol	lib15-rpkm-heat	lib17-rpkm-control       (right/left: >2  up expressed, < 0.5 down expressed)
395655	NOTCH1	2.37	1.72
395656	RELB	35.44	72.13
395657	SPON1	0.02	0.13
395658	RBBP4	177.75	191.98
395659	XPA	85.45	89.06
395660	PRLR	0.55	0.75
395662	NEGR1	13.49	4.24
395663	IL10RB	12.44	13.69
395664	IFNAR2	11.83	21.46
395665	IFNAR1	9	11.39
395666	CD44	0.16	0.17
395667	ANPEP	51.37	49.68
395668	ODZ1	0.01	0
395669	PLEK	2.46	1.95
395670	MEF2A	9.91	12.58
395671	ERBB4	2.59	0.81
395672	UBE2A	35.98	37.49
395673	BCL2A1	2.88	2.2
395674	MCL1	220.47	149.74
395675	TMCO3	1.57	2.41
395678	RBPMS2	0.73	1.9
395679	SMAD5	49.06	39.61
395680	SMAD1	6.74	8.18
395681	JAK1	57	50.4
395682	ZFHX3	3.78	5.51
395683	MMP-13	3.94	3.6
395684	IL6ST	25.85	23.37
395685	WSB1	77.01	54.54
395686	TECTA	0.32	0.11
395687	LSAMP	9.89	11.68
395688	PTPN1	46.31	44.06
395689	ENO2	1.86	2.24
395690	PGC	0.45	0.35
395691	PGA	0.18	0.08
395692	ZP4	0.32	0.23
395693	ATF4	313.24	206.32
395694	ITPKA	15.25	9.26
395695	AKAP9	14.94	14.64
395696	GC	57.2	141.01
395699	NEUROG1	0.05	0
395700	RPE65	0.13	0.17
395701	EZR	97.52	116.52
395702	MTPN	121.24	139.97
395703	WNT5A	3.52	2.5
395704	FGF12	4.33	3.55
395705	LHX2	0.17	0
395706	SCD	178.05	284.62
395707	ATP2A3	49.97	21.69
395708	LYG2	0.27	0.17
395709	PALM	0.04	0.05
395712	ABCB1	81.23	195.19
395713	TFAP2B	0	0
395714	BARX2	0	0
395715	SERPINB10	0.61	0.41
395716	EYA4	0.28	0
395717	EYA3	13.41	20.42
395718	EYA1	0	0
395719	TK1	59.47	180.32
395721	KCNA4	0	0
395722	CLU	78.36	16.99
395723	EEF1B2	683.47	615.57
395724	HMGB1	108.65	221.65
395726	FTCD	0.7	1.66
395727	ATF2	11.54	9.63
395729	PCBD1	46.86	50.27
395730	KCNAB1	0.06	0
395731	CNBP	451.55	481.42
395733	BLNK	0.4	0.93
395734	RHOB	32.04	85.97
395735	OTC	0.05	0.06
395736	NEDD9	18.89	35.32
395737	HOXB8	4.83	18.19
395740	PAX9	0.25	0.27
395742	FLT4	0.13	0.07
395743	GAD1	1.25	1.69
395744	LOC395744	0.07	0
395745	EYA2	9.22	13.09
395746	OAZ1	524.5	706
395747	ETV4	15.84	15.6
395748	ETV1	4.86	10.02
395749	ETV5	6.74	4.63
395750	ETV6	17.44	11.64
395751	TJP2	40.38	42.2
395753	MAP6	0.33	0.21
395754	NEUROD1	0.31	0.35
395755	PODXL	0.03	0.04
395757	CD5	0	0.05
395758	SDHA	122.27	147.29
395759	SLC8A3	0.32	0.18
395760	SLC8A1	0	0
395761	TNNT3	0.1	0.18
395762	LOC395762	16.42	18.76
395764	CASP1	23.46	31.69
395765	NPPA	0	0
395766	USP2	9.7	7.64
395767	XRCC6	21.34	33.34
395768	MNX1	73.34	13.66
395769	MNR2	22.23	80.72
395770	TRHR	0	0.06
395771	GJB6	0.41	0.64
395772	LOC395772	0	0
395773	CDD	0	0.17
395774	GSN	13.2	19.5
395775	DCT	0.96	1.7
395776	LHCGR	0.36	0.21
395777	PHEX	0.11	0.11
395778	C3H6orf72	22.07	25.31
395779	COCH	5.1	64.05
395780	APOA4	14.58	25.74
395781	MRPS30	22.07	29.27
395782	T	14.4	10.24
395783	CHD1	11.12	10.84
395784	CLIP1	17.05	27.55
395785	HSD17B4	47.47	63
395786	AXIN1	91.15	39.14
395787	LOC395787	40.19	55.02
395788	TCF15	0.28	0.36
395789	RFNG	16.87	10.96
395790	LFNG	21.68	44.92
395791	ASCL2	0	0
395792	TBX6	0.19	0.67
395793	TBX19	0.32	0.45
395794	FOXD3	0.06	0.08
395796	RPS27A	1041.91	1112.5
395797	ENTPD2	0.82	2.24
395798	ACAN	0.06	0.17
395799	SERGEF	0.5	0
395800	CEBPG	30.96	25.8
395802	PROX1	11.46	20.43
395803	SFPQ	87.37	116.5
395804	PSMC1	169.08	155.29
395805	MYOM1	2.03	1.13
395806	PTCH1	7.18	6.27
395807	NOS2	2.85	1.49
395808	CAMLG	9.95	12.12
395809	SLC4A2	16.15	16.95
395811	SLC11A1	0.41	0.13
395813	HAND2	2.44	1.96
395814	FMOD	0.15	3.95
395815	PTPN11	24.89	25.77
395816	PLA2G7	4.98	2.91
395817	IGF2R	10.64	11.54
395819	PRELID1	380.4	408.75
395820	DLL1	36.34	13.83
395821	ATP6V1A	14.58	25.26
395822	NEO1	3.99	3.41
395823	KIF4A	10.04	47.59
395824	LOC395824	0.27	0.99
395825	SEMA3A	1.85	2.67
395826	GREM1	0	0
395827	CYP24A1	0.07	0.57
395829	WNT9A	2.75	2.61
395830	PON2	0.2	0.06
395832	PXN	33.9	28.19
395833	PGK1	491.53	697.59
395834	PDE6C	0.07	0.02
395835	RPLP0	942.59	946.99
395836	MERTK	3.73	3.85
395837	FGG	1.09	3.77
395838	MIXL1	0	0
395839	GFRA4	0.14	0.06
395840	GAL2	0	0
395841	GAL1	0	0
395843	SIX6	0	0
395844	ALDH1A2	5.93	3.91
395846	GJA8	0	0.06
395847	SETDB1	16.07	18.48
395848	RNASEH1	17.96	22.36
395849	RPL13	1043.44	1100.8
395850	MMP27	0	0
395851	HMGA2	12.82	11.24
395852	ID2	48.4	25.21
395853	HSPA8	8425.94	2495.26
395854	GDI2	198.36	192.24
395855	CALM	327.9	369.91
395857	CASP2	11.3	14.51
395858	H2AFY	21.91	30.77
395860	ST8SIA1	0	0
395861	KRT19	0.3	0.48
395862	PITX2	18.58	19.99
395863	HPGDS	31.92	60.61
395864	HESX1	0.97	1.68
395865	LEF1	18.63	8.4
395867	TLX3	0	0
395868	TLX1	0	0
395869	RHOC	20.69	22.56
395870	RAC3	21.99	28.67
395871	RAC1	176.16	146.8
395872	IL8	3.49	5.75
395873	K123	0.93	0.87
395874	PSMA1	125.7	126.56
395875	COL12A1	0.43	1.33
395876	F10	12.18	15.38
395877	SERPIND1	55.84	42.26
395878	PAPOLA	32.85	52.52
395879	SPI1	0.04	0.05
395880	RBMS1	7.11	8.29
395881	MAFA	0.67	0.57
395882	TENP	0.19	2.29
395883	TMOD1	2.83	8.27
395885	CNTFR	0.27	0.26
395886	MITF	5.47	9.22
395887	AMH	0.41	0.47
395889	IGF1R	4.57	6.09
395890	NES	0.17	0.04
395891	CACNA1C	0.11	0.99
395895	CACNA1D	0.35	1.12
395896	EFNB1	17.19	7.75
395897	TGFBI	1.89	1.92
395898	CRDS2	0.35	0.53
395899	PRPH2	0.06	0.08
395900	HOXB1	0	0
395901	KCNG4	0.03	0
395902	KCNG2	0.04	0.27
395903	KCNJ4	0.26	0.07
395904	ZFHX4	0.07	0.03
395905	EIF4G2	977.91	777.22
395906	LOC395906	0.18	0.03
395907	DGCR6	21.55	13.2
395909	VEGFA	24.84	42.03
395910	PADI3	0.58	0.71
395911	CD247	12.12	9.66
395912	MGP	6.73	5.84
395913	TYRP1	0.07	0.26
395914	LOC395914	0	0
395915	RAB11FIP3	13.51	14.7
395916	NME2	554.04	475.77
395917	CDC42	402.24	335.91
395920	RREB1	7.21	15.66
395921	CNP	19.98	18.04
395922	CENPC1	6.3	10.82
395923	CD72	0	0
395924	CSNK1A1	156.23	141.6
395925	KCNJ5	1.29	1.32
395926	LOC395926	0	0
395928	AKT1	30.85	21.74
395929	HADHA	143.6	219.01
395930	RABEP1	39.4	25.97
395931	GABRA6	0	0
395933	LOC395933	0.56	0.41
395934	SHC1	65.8	69.46
395935	VTN	1102.57	696.14
395936	LRPAP1	47.18	64.69
395937	TSHB	0	0
395938	SOD1	274.91	290.33
395939	DIO3	31.67	24.04
395940	DIO1	9.8	18.4
395941	HGF	0.02	0.02
395942	PAX7	0	0.07
395943	PAX6	1.22	2.74
395944	LOC395944	0	0
395945	SCN2A	0.01	0
395946	SCN9A	0.57	0.68
395947	SCN5A	0.09	0.25
395948	HSPE1	292.37	321.92
395949	SMO	25.74	23.35
395950	GBX2	2.02	1.13
395951	ITGA1	0.22	0.35
395952	LDB1	41.81	34.76
395953	IGF2BP1	1.36	1.54
395954	MATN3	0.16	0.08
395955	TSN	66.14	77.24
395956	GLI2	0.08	0.03
395959	NEUROD4	0	0
395960	NR5A1	0.52	0.26
395961	NR5A2	36.57	49.84
395962	FSHR	0.04	0
395963	CAPN2	1.64	2.98
395964	CTNNB1	752.4	454.41
395966	TOP2B	49.14	53.79
395967	EPHA7	0.18	0
395968	ICOSLG	5.14	3.96
395969	ITM2B	79.01	114
395970	FTH1	1927.03	2106.52
395971	ADORA2B	0.04	0
395973	KCNJ8	0.27	0.04
395974	IKZF1	0	0
395975	PACSIN2	91.16	95.78
395977	GFI1B	0.13	0.06
395979	ADH1B	3.17	7.93
395980	RORB	1.7	2.47
395982	TFAP2A	0.07	0
395983	MAPK9	23.31	27.63
395984	HDLBP	325.63	271.61
395985	LOC395985	0.06	0.09
395986	RAPSN	0.16	0.5
395991	LOC395991	0.32	0.3
395992	CRTAP	24.56	17.68
395993	GFRA2	0.12	0.08
395994	GFRA1	0.3	0.89
395995	TBP	17.71	18.96
395996	BLMH	99.6	88.72
395997	EPHA5	0.06	0.04
395998	SORL1	2.14	4.53
395999	HMGN1	113.12	136.71
396000	COL6A1	0.01	0.1
396001	RPS4X	702.42	728.07
396004	TOP1	73.63	63.48
396005	TSC22D1	19.55	11.9
396006	PTRF	2.44	2.69
396007	PMEL	0	0
396010	LIMK2	4.65	6.46
396013	MYBPC3	0	0
396014	NFE2L2	41.74	79.3
396015	HSD3B1	0.38	0.28
396017	ENO1	2445.59	2006.22
396018	CHST3	0.08	0
396019	PPP1CB	119	129.79
396020	PPP1R12A	13.86	21.15
396021	PPP2CB	97.85	96.89
396022	CRCP	7.87	19.57
396023	DKK3	100.15	79.11
396025	XDH	13.27	3.82
396028	KITLG	5.48	5.49
396029	ZEB1	11.38	7.89
396030	BMPR1B	0	0.1
396031	SMARCAL1	3.82	5.26
396032	TNNC1	1.5	0.36
396033	NFKB1	5.2	7.34
396034	MYOM2	0.02	0.01
396035	CTNNA2	0.35	0.67
396037	NKX2-6	0	0
396039	FOXC2	0.11	0.49
396040	SMARCA2	42.59	36.94
396041	SLC16A8	0.22	0.63
396043	JAG1	3.34	2.41
396044	M6PR	35.26	44.73
396047	SNAI1	5.54	16.77
396048	NCALD	16.13	26.5
396049	TOM1	14.93	11.06
396050	SCNN1A	0.47	0.26
396051	CYP1A1	17.44	122.35
396052	CYP1A4	6.61	26.88
396053	BMP5	0	0.04
396054	IFNG	0	0
396056	BFSP1	0.3	0.15
396057	STMN1	88.22	180.49
396058	SERPINB14	0.1	0.08
396060	PTPRA	3.86	4.06
396061	FASN	77.28	61.67
396062	CD3E	0.59	1.08
396065	AGTR1	0.05	0.06
396066	AANAT	0	0
396067	MYL3	24.75	39.98
396068	KCNAB2	5.44	5.23
396069	GLRX	4.05	9.35
396070	ZFP161	11.91	13.83
396071	IBSP	0	0
396073	NKX2-5	0	0
396074	PBRM1	19.36	28.95
396075	S100A11	55.37	39.3
396076	LAMB4	0.06	0.01
396080	SPP2	3.4	0.09
396081	NTRK3	0.02	0.09
396082	NR2E1	0.16	0.37
396083	SYT1	0	0
396085	NF1	6.32	9.16
396086	RAD51	20.42	48.05
396087	SKIL	5.04	7.51
396088	CRYBB2	0	0
396089	CRYAB	0	0
396090	CTSD	142.46	117.39
396091	ATIC	222.31	317.12
396092	ALCAM	6.63	12.83
396093	NFKBIA	42.85	58.76
396094	FGF1	0	0
396095	STMN2	0	0.09
396096	HOXA9	1.76	4.48
396097	MAP4	41.63	38.17
396098	LOC396098	0	0
396099	ESR1	0.93	3.4
396100	EFNA5	1.39	1.06
396101	AVP	0.1	0.13
396102	LRP8	7.14	9.13
396104	SOX11	6.59	4.65
396105	SOX2	1.74	0.23
396106	TNXB	0.09	0.05
396107	RET	0.6	0.09
396108	CRYBB3	0.08	0.1
396110	FOXG1	0.91	2.19
396111	RYR3	0.76	0.65
396113	ARHGAP26	14.35	20.91
396114	P2RY6	0.05	0
396115	IRF2	14.51	14.89
396116	MMP16	12.46	5.34
396117	CNOT2	0	0
396118	LPAR6	0.68	3.23
396119	FST	1.88	6.36
396120	LOC396120	0.03	0
396121	B4GALT1	16.9	40.16
396122	B4GALT2	49.37	36.81
396123	TMEM189-UBE2V1	89.12	93.66
396125	NR1D2	43.32	39.21
396127	MFI2	22	23.25
396128	CSRP2	9.34	11.35
396129	SIM1	0.16	0.44
396130	SLC2A1	50.45	86.76
396131	ZNF335	37.94	46.79
396132	GDF3	7.32	2.97
396133	FN1	96.72	111.36
396134	MET	22.26	19.55
396135	MST1	1.53	2.26
396137	GRIA4	0.02	0
396138	GRIA3	8.84	5.18
396139	WT1	0.19	0.25
396140	ST3GAL1	12.5	4.87
396141	BFSP2	0	0
396142	E2F1	15.63	28.19
396143	CNGA1	0.02	0
396144	CNGA3	0.18	0.23
396145	INS	0	0
396146	GCH1	6.41	9.82
396147	ACTR2	122.44	122.09
396148	RPS6	1051.56	892.75
396149	CNTN4	0	0
396151	A2M	0.01	0.02
396152	LOC396152	3.37	1.92
396153	RAB2A	184.24	187.7
396154	VLDLR	4.88	5.19
396156	SMC2	11.92	42.57
396157	NTRK2	0	0
396158	MYBL1	5.38	9.24
396159	ST6GALNAC2	0.85	0.5
396161	HPCAL1	8.77	6.6
396165	BMP4	0.1	0.26
396166	RBP4	651	471.38
396168	ST6GALNAC1	0.13	0.49
396169	ST6GAL1	5.15	14.42
396171	YAP1	35.32	33.63
396172	CCNA2	18.5	50.94
396173	GABRG4	0	0
396174	MAP1B	21.3	3.53
396175	CD8B	0	0
396176	CSRP1	30.24	43.7
396177	EPHB1	13.45	17.53
396178	HOXD12	0	0
396179	EPHB3	35.8	25.71
396180	SNRPE	87.39	122.98
396181	ITGB2	0.24	0.07
396182	HHEX	65.12	177.9
396185	CEBPB	75.81	35.38
396186	BDNF	0.14	0
396187	MYO1F	0.08	0.24
396188	HSP90AB1	160.59	151.46
396189	VSNL1	0.04	0.65
396190	UBB	95.33	157.34
396191	TFRC	107.54	224.86
396192	ROS1	0.64	1.49
396193	RAN	483.27	567.38
396194	ANG	0	0
396195	SRSF2	145.51	176.01
396196	GCG	0.02	0
396197	ALB	11.03	27.61
396198	PGR	0	0
396199	PARP1	58.95	71.11
396201	NCL	722.45	703.53
396202	NRCAM	0.38	1.27
396203	NPM1	1128.82	809.88
396204	NOV	0	0
396205	NFYB	85.79	73.17
396206	NEFM	1.14	0.13
396209	NFIB	2.15	7.56
396210	NFIA	3.29	7.39
396211	MYH11	0.63	0.72
396212	MT4	309.18	51
396213	TNR	0.13	0.05
396215	MYL9	0.12	0.15
396217	MBP	1.96	1.3
396218	LYZ	1.35	1.19
396219	LPL	4.86	16.25
396220	LAMP1	198.65	312.47
396221	LDHA	407.24	499.96
396222	LMNB2	50.97	82.09
396223	LMNB1	29.32	19.17
396225	ITGA8	0.1	0.24
396226	ITGA6	5.93	5.87
396227	HSPB1	0.25	0
396228	SERPINH1	1.91	0.09
396229	HRAS	81.2	74.35
396231	RXRG	6.87	21.89
396232	HMGB3	98.49	155.56
396233	H3F3C	129.17	143.58
396234	SPCS3	94.18	81.1
396235	TNIP1	8.47	13.17
396236	DMD	0.04	0.01
396237	MYO5A	3.46	6.56
396238	YES1	105.66	168.44
396239	BRAF	6.68	6.32
396240	CAPN1	5.51	4.68
396241	LTF	2351.43	1510.25
396242	COL9A3	5.19	2.18
396243	COL1A2	0	0.14
396244	MYB	61.72	41.98
396245	RAF1	23.76	26.5
396246	FABP7	26.68	16.32
396248	CKB	0.66	0.56
396249	CD28	0.14	1
396250	ETS2	10.65	12.43
396252	CDC2	96.92	177.49
396256	CALCA	2.61	2.2
396257	CA2	28.07	5.71
396258	MYBL2	12.82	26.54
396259	FGFR2	3.05	3.01
396260	LOC396260	0.1	0.66
396261	GOT1	61.03	89.21
396262	RPLP1	1224.05	1284.86
396263	ACTN2	0.55	0.53
396266	RARB	0.33	0.35
396267	FGF3	0	0
396268	HNRNPAB	247.22	197.84
396269	SRL	2.14	3.06
396270	INCENP	6.8	20.4
396272	SLC2A2	3.26	3.48
396273	GSC	0.2	0.34
396274	CTCF	38.82	48.24
396275	P2RY1	0.14	0.47
396276	COL14A1	96.38	43.07
396277	TTR	533.78	158.66
396279	SST	0.23	0
396280	RPL27	1392.18	1280.03
396281	PTHLH	0	0
396282	BCL2	1.52	3.71
396283	PNAT10	4.87	6.18
396284	MYL12A	748.02	647.07
396285	LBR	35.07	72.12
396286	ASMT	0.05	0
396287	HMOX1	299.4	52.13
396288	GABRB1	0.67	0.58
396289	GABRG2	0	0
396290	GABRB3	0	0
396291	PLS1	5.26	15.73
396292	COL6A2	1.5	1.3
396294	FYN	3.86	5.35
396295	BTG1	887.69	333.99
396297	ANXA2	95.42	37.39
396298	TAL1	0	0
396300	KBP	4.04	6.67
396301	HOXD8	1.51	2.4
396302	GNOT1	0	0
396303	RNF13	75.64	90.04
396306	THBS4	2.8	2.73
396307	FGA	43.84	40.91
396308	BMPR1A	18.16	23.66
396309	ANK3	1.7	2.96
396311	ANK1	0.01	0
396312	LMX1B	9.36	15.16
396313	FGF8	0	0
396314	PRRX2	0.22	0.03
396315	IGFBP2	0.68	1.14
396316	HMGCL	51.86	75.59
396317	ALPL	3.74	2.35
396318	LOC396318	0.15	0.25
396319	MTNR1A	0.4	0.14
396320	TECTB	0	0
396321	CHRNA6	0.03	0.07
396322	GSTT1	47.78	41.34
396323	VIP	0.47	0.22
396324	ACVR2A	49.17	47.76
396325	EEF2	497.93	503.76
396326	C5H14orf166	80.91	87.74
396328	KCNJ2	0	0
396329	CTSB	336.15	233.42
396330	IRF7	3.34	2.88
396331	SEMA4D	4.83	6.86
396332	SEMA3D	1.61	4.82
396333	PKIA	5.3	9.55
396334	TCF12	163.98	93.27
396335	KTN1	41.64	43.6
396336	FREQ	5.47	1.67
396337	NTRK1	0.09	0.03
396338	MTNR1B	4.68	2.01
396339	TGIF1	71.87	71.03
396340	COL3A1	0.98	0.85
396341	CCND1	20.63	15.68
396342	TEF	25.42	27.26
396343	SDC3	2.47	0.34
396344	PRSS2	0	0
396345	PRSS3	0	0
396346	SOHO-1	0	0
396349	MAP2K2	41.74	56.99
396351	DNTT	0	0
396353	C5orf13	0.95	1.25
396356	MYLK2	0.13	0.33
396358	CUX1	8.96	9.12
396359	SYNPR	0.09	0.18
396360	SLMAP	25.02	27.31
396361	INHBA	0.22	0.18
396362	IAPP	0	0.2
396363	TPT1	1019.38	716.69
396364	CHRM3	8.85	11.86
396366	TPM1	25.4	38.75
396368	GNAI1	25.48	30.77
396369	KCNJ3	0.16	0.05
396371	LOC396371	86.79	53.8
396375	PTPRS	19.33	12.31
396377	OPN1LW	0.12	0.1
396378	PLN	0.16	0.08
396379	HMGCS1	1160.68	753.34
396380	LOC396380	52.1	59.02
396381	LHX1	0.16	0.2
396383	ISL1	0	0
396384	IRF1	0.13	0.64
396385	IRF8	39.87	49.59
396386	TNNI2	0	0
396387	NTN1	0.03	0
396389	NTN1	0	0
396390	GATA6	20.01	24.23
396391	GATA5	2.52	17.78
396392	GATA4	0	0
396393	P20K	78.35	89.61
396394	PLA2G4A	3.71	7.52
396395	KAL1	0.15	1.68
396396	CSK	58.35	83.85
396397	LHX9	0.12	0.2
396398	IFNA3	0.4	0
396399	TGFBR2	0.06	0.23
396400	RPL26L1	49.46	50.75
396402	EPHA3	0.24	0.26
396403	PTPRZ1	0.15	0
396404	DDR2	6.24	2.87
396405	CAMKK2	6.86	12.81
396406	CSF1R	0.01	0.02
396407	TEC	4.89	4.69
396409	PTPN2	107.89	129.08
396412	GDF2	0	0
396413	FGF2	6.64	7.61
396414	RRBP1	37.92	34.01
396415	HOXD13	0.15	0.31
396416	PTK2	28.2	31.55
396417	BG2	3	6.18
396418	CAPZB	190.3	211.05
396420	ITGAV	22.27	19.43
396422	VCL	82.3	62.41
396423	VIL1	3.2	4.27
396424	PLAU	0.2	0.1
396425	UBC	91.41	55.35
396426	TUBA8	0	0
396427	TUBB1	2.04	3.08
396430	TPM3	17.75	12.73
396431	THRB	11.16	12.38
396432	TGM2	0.81	9.61
396433	TNNT2	0.36	0
396435	TPI1	283.63	327.88
396436	PTH	0	0
396437	TXN	242.14	215.75
396438	TGFB3	59.24	42.23
396439	TNS1	2.55	1.85
396440	TNC	0.11	0.41
396442	SRC	13.92	13.03
396444	SNAP25	0.19	0
396445	MYLK	0.47	0.45
396446	ATP2A2	73.24	111.03
396447	PPIB	428.18	433.16
396448	RPS15	716.39	671.03
396449	LOC396449	0.07	0.35
396451	PTGS2	0.39	0.76
396452	PRNP	0.06	0.04
396453	PRL	0.06	0
396454	LOC396454	0.15	0
396455	CTTN	52.64	43.57
396456	PKM2	767.09	448.53
396458	PCK1	0.37	0.61
396459	PVALB	0	0
396460	P56LCK	1.21	0.39
396463	POU2F1	3.23	4.29
396464	NPY	0.35	0.3
396465	MYH10	19.97	19.49
396466	NGFB	0.48	0.18
396469	MYH9	97.66	112.6
396470	MYL1	0	0
396471	LECT2	0.17	0.44
396472	MYL4	3.7	3.09
396474	LOX	0.57	1.64
396475	HAPLN1	0	0
396476	APOVLDLII	0	0
396478	LAMB1	12.31	9
396479	LOC396479	0.07	0
396480	LOC396480	0	0
396481	IL1R1	4.52	6.02
396482	HMGB2	43.97	98.9
396483	TIMP3	108.49	89.67
396484	MSX1	39.74	18.94
396485	HBG2	0.1	0
396486	RHO	0	0
396487	HSPA5	1124.14	448.05
396489	GLUL	20.13	22.37
396490	TAGLN	0.33	0
396491	LGALS1	26.96	3.41
396492	GLG1	104.46	113.4
396493	EPB41	11.34	11.55
396494	EGFR	46.52	28.71
396495	IL8	11.32	1.89
396497	CST3	203	194.73
396498	ASL1	0.65	0.83
396499	CRYBA1	0.65	0.59
396500	REL	7.66	7.03
396501	GJC1	1.15	1.15
396502	GJA5	0.04	0.08
396503	COL17A1	0.53	0.41
396504	ACACA	18.04	27.38
396505	MATN1	0	0.05
396508	CKMT2	0	0
396509	SSRP1	41.12	65.28
396512	FOS	190.84	423.87
396513	EPHB2	1.16	1.1
396515	FGFR3	29.49	28.35
396516	FGFR1	67.44	51.43
396517	SLC2A3	28.1	20.65
396518	CD3D	0.38	0.58
396519	CALB1	1.57	1.18
396521	CAPZA1	52.62	51.63
396523	CALM1	228.99	130.8
396524	COL9A2	0.59	0.15
396529	ATP1B1	1133.35	611.97
396530	ATP1A1	234.99	207.28
396531	PVALB	0.16	0.1
396533	GOT2	135.69	170.39
396534	PAICS	119	161.6
396535	APOB	31.79	79.03
396536	APOA1	25.88	42.94
396537	NAT	0.56	1.02
396538	AGRN	1.86	4.53
396539	DSTN	338.8	365.97
396540	ADSL	109.35	139.49
396541	ZBTB17	9.74	12.05
396542	RFC2	11.88	27.9
396543	WNT8A	0.03	0.04
396544	NACA	0	0
396545	EIF5A2	324.79	209.47
396546	HMX1	0	0
396547	NAGA	35.81	42.51
396548	COL6A3	0.02	0.02
396549	ATP1B3	85.32	79.93
396550	SCP2	8.19	11.34
402783	RBJ	8.76	9.29
403089	TEAD1	18.91	20.99
403120	ISG12-2	1.39	1.78
403121	IFI27L2	0.12	0.16
403122	ST6GAL2	4.79	2.75
403158	CD8A	0.04	0
404229	POPDC2	0.7	0.24
404269	C-16	49.14	61.54
404271	ANXA1	1.57	0.17
404292	POLG	3.27	5.14
404293	STXBP1	18.19	18.87
404294	ADAM20	0.43	0.17
404295	ZCCHC17	11.92	17.61
404296	GRIN1	0.02	0.02
404297	CRH	0.08	0.19
404298	LOC404298	0	0
404299	HIST2H2AC	0.2	0
404300	GCM1	0	0
404301	NAPRT1	22.98	30.19
404302	SLC18A3	0.86	0.31
404303	KCNA3	0.05	0.06
404304	PLA2R1	1.17	1.96
404528	MUC	2.42	1.42
404529	GJA4	0	0
404530	TNMD	0.72	0.59
404531	RBM12	45.23	51.88
404533	GDF9	0.18	0.18
404534	UTS2D	0	0
404535	UTS2	0.32	0.54
404536	ADIPOQ	0	0
404537	ZPBP	0	0
404538	POT1	4.34	6.49
404539	DMP1	0.07	0.05
404671	IL12B	0.19	0.08
404746	ST6GALNAC3	0.23	0.63
404747	SLC6A4	4.39	3.32
404750	ATG4B	10.94	7.97
404752	MID1IP1	70.68	60.85
404754	ZPD	0.28	0.53
404755	THRSP	0.31	0
404771	GEM	0.51	0.3
404773	MUSTN1	2.74	6.02
404774	SNTB1	43.49	68.94
404775	NUCKS1	106.16	171.77
404776	CLEC2D	0	0
404778	RAD17	4.3	8.66
404779	CCRN4L	14.28	10.08
407087	KK34	0	0
407088	MASP1	0.5	2.14
407089	MASP2	3.73	4.25
407090	IL12A	0.2	0
407091	UBAP2	0	0.02
407775	ST3GAL5	20.44	36.91
407776	GAL6	0	0
407777	GAL7	0	0
407778	ST6GALNAC5	5.75	6.53
407779	KRT5	0	0
408024	PAH	19.52	45.91
408025	TOP1MT	56.49	78.94
408026	TPH2	0.87	0.71
408027	IGFBP1	91.48	114.18
408035	EGF	0.05	0
408036	EREG	17.55	42.31
408038	LOC408038	0	0
408039	KRT14	0.15	0.05
408040	KRT15	0.07	0.05
408041	KRT75	0	0
408042	KRT75	0	0
408043	LAMC2	3.5	7.81
408044	PPL	3.38	5.71
408046	KIF5C	12.52	8.1
408047	TMSB4X	39.24	37.94
408048	PCDH10	0.49	0.14
408049	CDH10	0	0.03
408051	PCDHGC3	2.6	3.42
408082	EDNRB	3.87	4.9
408180	LOC408180	0	0
408182	CYB5R2	41.73	63.22
408183	CYP26A1	0.04	0.05
408184	GHR	21.65	23.17
408185	GHRL	0.36	2.03
408251	ADCYAP1	0.16	0.27
408252	CTDSPL	38.97	30.39
408253	VKORC1L1	33.07	45.64
414136	HSPB2	0.12	0
414139	AMY1A	0.71	0.85
414140	AMY2A	1.07	1.09
414141	AMYP	0	0
414142	LEPRE1	32.92	32.45
414143	LEPREL1	0.87	0.33
414335	ST8SIA6	0	0.32
414336	ST8SIA2	5.95	1.78
414337	CATHL3	0	0
414338	LEAP2	0.26	1.34
414339	GAL12	0	0
414340	GAL5	2	0.26
414341	GAL10	457.76	351.12
414342	GAL4	0.28	0.59
414343	GAL9	64.02	54.07
414344	TRH	0.28	0.13
414741	CD74	480.92	358.89
414743	TGFA	2.52	3.21
414745	CDH2	6.61	7.83
414746	CYP2H1	103.97	243.63
414780	XYLT2	17.53	16.25
414781	XYLT1	1.47	1.2
414782	RPS13	213.32	198.82
414795	VSIG1	0	0
414796	ST8SIA3	0	0
414797	ST8SIA5	11.79	17.98
414798	CYB5A	444.97	1127.92
414800	LAMP2	24.07	32.36
414804	MPL	0.22	0.93
414829	CMTM3	5.4	7.24
414830	B2M	64.22	76.76
414831	FGF13	0.14	0.82
414832	CYP3A7	33.7	102.56
414833	CYP2C45	1.39	31.79
414834	CYP7A1	0.1	0.55
414835	LOC414835	2.12	2.94
414837	THBS2	0.36	0.7
414838	CYP11A1	3.49	2.76
414841	CYP2C18	27.16	53.33
414842	CDH6	0	0
414847	PCDH21	0.02	0.03
414849	CDH13	0.57	0.25
414854	CYP19A1	0.04	0
414870	SLC5A7	0	0
414871	KCNH6	0.22	0.19
414873	PDLIM3	5.19	3.37
414875	GAL8	1.15	2.44
414877	GAL13	0	0
414878	MUC6	0.02	0.02
414879	UBE1DC1	44.68	44.33
414880	LIMS1	5.07	6.39
414881	ZNF313	147.07	103.28
414884	CCK	181.9	49.54
