ADA	comp63790_c0_seq3
NXPH2	amisp022939
GTF3C6	amisp009181
GPR45	comp43750_c0_seq1
PACSIN2	amisp018145
MAN1B1	amisp002565
SLC6A14	amisp014210
HRH3	amisp015771
SNX18	amisp023803
DCTN3	amisp023298
FILIP1L	comp54010_c0_seq2
XPOT	amisp013090
MRAP2	amisp025571
CHP1	amisp003489
RWDD2A	amisp007853
CMTM7	comp58861_c0_seq1
PXMP4	amisp034189
DUSP12	amisp002823
SNF8	amisp032036
DDX19B	amisp007585
NRM	amisp001959
ATXN2L	amisp023578
USP18	comp56510_c0_seq1
KLHL2	amisp018656
IFT43	amisp007167
STX1B	amisp011142
SYNRG	comp67835_c2_seq1
C1orf85	amisp005979
KLF12	amisp032103
KLF8	amisp003257
CHRM1	comp59407_c0_seq1
POU6F2	amisp007976
FDX1L	amisp002389
HOGA1	amisp008100
MGAT4B	amisp028630
PNKP	amisp027574
WDR89	amisp015250
L3HYPDH	amisp025225
B4GALT7	amisp011325
TP53RK	amisp032538
CCDC101	amisp016285
PHF21B	amisp031327
CHRM2	amisp016968
VPS26B	amisp011118
NACC1	amisp014069
CCDC104	amisp010466
MED8	amisp008372
ADCY7	amisp033768
LYST	comp68562_c1_seq2
RPUSD1	amisp007616
PLCD3	amisp007794
SLCO2B1	amisp005766
CHRM3	amisp011567
VPS45	amisp019961
MTFR2	amisp001365
LYPLA2	amisp029009
AHNAK2	amisp022084
PARK7	amisp023903
COPE	amisp027273
RBPJL	amisp022069
SAAL1	amisp011201
IZUMO4	amisp017021
SCAMP4	comp29236_c0_seq1
ADAT3	amisp027333
GPR182	amisp023793
CHST14	amisp006519
ECD	amisp024110
CHRM4	amisp001844
MGAT4A	amisp017030
CASC4	comp66784_c0_seq2
GPN1	amisp008735
TMC6	comp66028_c0_seq2
KIF12	amisp014651
SLC46A1	amisp014648
C12orf57	amisp005233
DDX42	amisp007319
LARP4	amisp003683
VSIG4	amisp029119
GLCCI1	amisp023414
TMEM106A	amisp028895
SLC52A3	amisp012516
FKBP9	amisp022185
STK38	amisp025041
CTRC	amisp022620
PHB2	amisp005236
ACOT7	amisp006808
PDAP1	amisp024232
TUSC2	amisp029899
CBX3	amisp028799
EXOC3	amisp023763
GABARAP	amisp006372
U2AF2	amisp022703
OIP5	amisp003490
CHRNA1	amisp011356
EXOSC8	amisp023895
SFT2D1	amisp014514
SCRG1	amisp027442
TEX261	amisp004382
RNF13	amisp009067
MGLL	amisp001405
TWF2	amisp020324
SMIM12	amisp002848
GABARAPL2	amisp025428
ADC	amisp028972
TMEM54	amisp028968
SYNPO	amisp023531
CHRNA2	amisp032175
HELQ	amisp012453
CHRNA3	comp523715_c0_seq1
CYP2U1	amisp010486
ADPRHL1	amisp033104
MFSD3	amisp001561
SDSL	amisp021471
CHRNA4	amisp013741
ODF3	amisp027624
PIK3IP1	amisp014329
CHRNA5	amisp024795
HENMT1	amisp019279
FAM83F	amisp005832
SLC35A4	comp66804_c0_seq1
DTX2	amisp020797
CHRNA7	amisp032407
ADCY8	amisp002294
CHRNB1	amisp006344
TOE1	amisp012168
WBSCR22	amisp012684
TRIM9	comp70148_c3_seq7
CHRNB2	amisp000386
TXNRD3	amisp029858
UCN3	amisp001383
SLC2A13	comp70028_c3_seq1
CHRNB3	comp39940_c0_seq1
LACTB	amisp026554
PALM2	comp397231_c0_seq1
EFHC1	amisp000756
CHRND	amisp026861
CHRNE	amisp028601
NLRP3	comp65320_c0_seq1
MAL2	amisp004761
TIRAP	amisp001930
CHUK	amisp028279
CYGB	amisp022853
PGLYRP2	amisp000722
PGLYRP3	amisp033544
PKD1L2	amisp030348
BTBD9	amisp034428
LMTK3	amisp034889
CSMD2	amisp025140
XKR4	comp852245_c0_seq1
GPRIN1	amisp025463
CSMD3	amisp032340
SLC25A25	comp67016_c0_seq1
STK11IP	amisp025202
TUBGCP5	amisp018917
KLHL32	amisp002899
FMNL2	amisp017096
ELFN2	amisp018486
TMEM132B	amisp017209
SLITRK1	amisp006774
ESCO1	amisp023780
CCDC85A	comp68687_c1_seq6
TMEM200A	amisp021169
MYSM1	amisp029953
RNF157	comp68118_c0_seq1
GALNT13	amisp003186
SORCS1	amisp023722
KLHL29	amisp034218
RHPN1	amisp000283
LENG8	amisp018909
PWWP2A	comp68962_c2_seq2
SMYD4	amisp028465
FHAD1	amisp022514
OSBPL1A	amisp021387
OSBPL5	amisp025270
OSBPL6	comp63131_c1_seq2
OSBPL7	amisp031269
OSBPL8	amisp026188
OSBPL9	amisp019899
OSBPL10	comp67551_c4_seq1
OSBPL11	amisp026647
C1QTNF1	comp65578_c0_seq2
C1QTNF2	amisp032327
C1QTNF3	amisp008346
CIDEA	amisp005094
C1QTNF4	amisp029961
C1QTNF5	amisp004404
C1QTNF7	amisp032217
FBXO32	amisp008791
TMEM123	amisp013390
SMIM19	amisp020181
TSGA13	comp60006_c0_seq2
PTPMT1	amisp029967
WDR31	amisp000626
VASN	amisp013498
ZNF618	comp64019_c0_seq1
ADCY9	amisp035223
MB21D1	amisp005338
SLC26A9	amisp002751
NT5C3B	amisp008191
CCDC124	comp68581_c1_seq2
HAUS1	amisp019839
SLC26A7	amisp006079
MARCH3	amisp010206
ATG4A	amisp018939
KCTD12	amisp022101
OMA1	amisp029950
DDIT4L	amisp009315
RAB42	comp2326286_c0_seq1
SLC25A26	amisp033215
PCMTD1	comp60751_c0_seq3
CIRBP	amisp032419
GPR146	comp70601_c8_seq1
FCRL3	comp55468_c0_seq1
LRRC42	amisp004463
LRRC56	amisp008121
CISH	amisp027214
MALSU1	amisp026525
UHRF2	amisp012230
TBCB	amisp019470
FCHO2	amisp018974
ARHGEF25	amisp012095
SLC5A11	amisp023956
ALPK2	amisp026507
ARHGAP33	amisp030471
EVI5L	comp69776_c2_seq12
TRMT61A	amisp000022
RASGRP4	amisp020656
DIS3L	amisp011981
ARL11	amisp011606
FANCD2OS	amisp022191
CKM	amisp004923
IQCD	amisp021479
DHRS1	amisp026705
WDFY2	amisp004543
NXNL1	comp1496631_c0_seq1
CTHRC1	amisp034750
TSR3	amisp024014
CCDC151	amisp002371
ZNF653	amisp002367
RNF166	amisp003420
ADCYAP1	amisp024860
CKMT2	amisp003225
RMI2	comp60491_c0_seq4
OSR2	amisp009720
LRRC58	amisp000330
LYSMD3	amisp020600
DNTTIP1	amisp025710
ERCC8	amisp020703
FOXP4	amisp012613
ZNF526	amisp026211
LRRC3B	amisp004697
KLHDC3	amisp010298
WDR92	amisp002253
NUS1	amisp018063
FAM210B	amisp013901
PHACTR3	comp68810_c1_seq2
CYYR1	amisp021048
CMTM5	amisp020907
FAM122A	comp71073_c5_seq9
ZMYND19	amisp000640
COX20	amisp008689
ABHD15	amisp028460
TLCD1	amisp014633
GINM1	amisp008037
MOGAT1	amisp002923
CKS1B	amisp000377
C8orf34	amisp025752
PANX3	amisp000718
RBP7	comp601296_c0_seq1
SLC26A8	amisp025020
LYPD1	amisp017857
IL22RA2	amisp001664
CKS2	amisp018575
TM4SF18	amisp009075
RAB39B	amisp018934
GRIN3A	amisp007242
GRIN3B	amisp032440
TOP1MT	amisp032257
OLIG1	amisp012192
CLNK	amisp023765
TSEN15	amisp017956
FAM129A	amisp025743
APOA5	comp65156_c0_seq1
MRPL53	amisp014011
MRPL54	amisp021659
PPP1R27	comp31792_c0_seq2
HSPA12B	amisp007005
CNTROB	amisp027358
SNAP47	amisp017614
LEAP2	comp66362_c1_seq2
SLC18B1	amisp010370
LRG1	amisp032349
MED12L	amisp009056
WDR17	amisp006900
ART5	amisp015018
ACAP3	comp69304_c1_seq1
ARAP2	amisp009365
ARAP1	comp70964_c0_seq2
AGAP2	amisp012087
AGAP1	comp68590_c0_seq19
AGAP3	amisp017313
ADCYAP1R1	comp66320_c0_seq4
TADA1	amisp001971
CATSPER1	amisp016580
THEM4	amisp029322
DACH2	amisp009376
CATSPER2	comp56666_c0_seq1
SH2D1B	amisp035196
WFIKKN1	amisp033945
RAB3IP	amisp019741
SSX2IP	amisp032896
FTSJ3	amisp013948
SLC16A10	comp67375_c1_seq1
GALNT15	amisp023686
IP6K3	amisp017451
CIB3	comp56738_c0_seq2
TAGAP	amisp007972
AP2M1	amisp020850
AP1S1	amisp022659
AP2S1	amisp031194
TMC2	amisp001667
RLN3	amisp014047
TWIST2	amisp012075
PARD3B	amisp033203
RFFL	amisp001700
AP3S1	amisp025768
CLCA1	amisp034047
ADD1	comp63639_c0_seq24
CLCN1	amisp005047
CLCN2	amisp020833
CLCN3	comp70494_c6_seq1
CLCN4	amisp016997
CLCN5	amisp009683
UBE2J2	amisp023318
LOH12CR1	amisp000614
OLFM3	amisp032199
ANTXR2	amisp012238
C10orf71	amisp027808
ZNF511	amisp029573
CHCHD1	amisp014081
MSS51	amisp024873
TTC18	amisp024874
CLCN6	amisp011753
CLCN7	amisp011469
C10orf90	comp52394_c1_seq1
BTBD16	amisp004819
PSTK	amisp012151
ZNF488	amisp030439
PIK3AP1	amisp029544
CLCNKB	amisp004275
MORN4	amisp008099
ZFYVE27	comp65427_c0_seq5
COMTD1	amisp025116
FRA10AC1	amisp000121
ANKRD22	amisp033423
SFXN2	amisp002087
PDZD8	amisp020581
ADD2	amisp023026
C10orf32	comp67367_c0_seq3
CLU	amisp025472
CLIC1	amisp021115
CLIC2	amisp001284
SFR1	amisp027484
CALHM3	amisp027475
CLRN3	amisp030497
CLK1	amisp021832
ANAPC16	amisp033667
CPXM2	amisp023492
CLK2	amisp000351
OR52J3	amisp015041
OR51L1	amisp033525
OR51A7	amisp033524
OR52R1	amisp033526
C11orf74	amisp027673
OR52M1	amisp004396
CLK3	amisp030306
ADD3	comp64373_c0_seq8
TPP1	comp63180_c0_seq1
CLN3	amisp023550
SLC36A4	amisp026715
FAT3	amisp003756
TMEM45B	amisp014865
CYP2R1	amisp030390
DBX1	amisp024930
CLN5	amisp021352
COLCA2	amisp010408
PIH1D2	amisp007522
AMICA1	comp1683_c0_seq1
DNAJC24	amisp032627
ARL14EP	amisp009869
CLNS1A	amisp018624
CLPS	amisp029452
DEPDC4	comp28126_c0_seq1
LRRK2	amisp021672
CLPTM1	amisp004917
CCDC38	amisp018611
TMEM52B	amisp016089
C12orf45	amisp008367
CLTA	comp47638_c0_seq3
CLTB	comp62350_c0_seq2
LRIG3	amisp016001
TMEM132D	comp69089_c1_seq1
SLC15A4	amisp029352
RHEBL1	amisp003728
TPH2	amisp021093
CLTC	amisp005900
SP7	amisp032733
GTSF1	amisp005543
OR10A7	amisp007694
NEDD1	amisp016465
IKBIP	comp64471_c0_seq2
ERP27	amisp001619
FGD4	amisp024440
AEBP2	amisp019238
BTBD11	amisp015620
SPIC	amisp033643
ANO4	comp63264_c0_seq2
ALKBH2	amisp025933
FOXN4	amisp025938
SPPL3	amisp022224
TEX29	comp682064_c0_seq1
RXFP2	amisp003530
TEX26	amisp000519
SLAIN1	comp62310_c0_seq4
TDRD9	amisp000038
ANKRD9	amisp025229
AK7	amisp006438
C14orf28	amisp003656
TRAPPC6B	amisp007099
C14orf79	amisp031680
PLD4	amisp022081
ADSSL1	amisp014488
TPPP2	amisp026060
MRPL52	amisp020883
LRR1	amisp001709
KLHDC1	amisp001712
FRMD6	amisp003180
SOCS4	amisp024228
NAA30	amisp025868
GPHB5	amisp015245
NOXRED1	amisp012937
JDP2	amisp007155
ISCA2	amisp007127
PLIN2	amisp031406
TTC8	amisp001949
TC2N	amisp023447
SLC24A4	amisp001726
SLC25A29	amisp009141
DEGS2	amisp013060
KLHL33	amisp015330
LEO1	amisp024670
C15orf40	amisp003892
SENP8	comp70764_c9_seq2
MTFMT	amisp033980
SLC51B	amisp033981
TARSL2	amisp029060
LRRC28	amisp002449
CCR6	comp38274_c0_seq1
C15orf27	amisp024802
CCR7	comp52083_c0_seq1
NIPA1	amisp034963
AGBL1	amisp007547
HYKK	amisp024793
WHAMM	amisp013828
FSD2	amisp013827
PLA2G4E	amisp009255
ACKR2	amisp032218
NTAN1	amisp025795
FOPNL	amisp025776
DNAAF1	amisp023928
DCUN1D3	amisp014610
NRN1L	amisp034949
CMTM3	amisp009527
C16orf78	amisp033752
CMKLR1	amisp025919
SPATA2L	amisp030110
NOXO1	amisp019296
CCDC78	comp69567_c0_seq56
LTB4R	amisp033798
IQCK	amisp021144
PAQR4	comp936704_c0_seq1
ZC3H18	amisp003413
GPR139	comp279795_c0_seq1
CDYL2	amisp002211
ABCC2	amisp014529
ANKS3	amisp009635
UBALD1	amisp011710
EARS2	amisp023985
SNX20	amisp033780
TMEM170A	amisp019749
METTL23	amisp022843
HSF5	amisp035000
MSI2	comp69037_c2_seq17
SLC38A10	amisp020341
CANT1	comp58801_c0_seq1
USH1G	comp2269196_c0_seq1
CD300LB	amisp006965
KIF19	amisp020326
ZPBP2	amisp033049
CYB5D1	amisp027370
OVCA2	amisp028469
USP43	amisp003813
C17orf64	amisp019014
LSM12	amisp007290
CCDC43	amisp013932
CNTD1	amisp007422
TMEM132E	amisp017212
WFIKKN2	amisp000065
SPACA3	amisp022329
SGK494	comp34492_c0_seq1
SEZ6	comp70907_c0_seq2
ANKRD13B	amisp034798
SLC43A2	comp70245_c5_seq2
CYB5D2	comp46648_c0_seq3
C17orf49	comp65837_c0_seq1
SPNS2	amisp011840
EFCAB13	comp678643_c0_seq1
MRPL10	amisp031270
WDR81	amisp028461
TBC1D16	amisp020367
AFMID	comp26201_c0_seq1
GJD3	amisp022947
KRT222	amisp034650
ZSWIM7	amisp000963
SMCR7	amisp024293
FAM210A	amisp012342
LOXHD1	amisp028120
INO80C	amisp021675
TTC39C	amisp021383
FAM69C	amisp000574
CNGB1	amisp024153
CNGA1	comp67953_c5_seq1
CEACAM20	comp69646_c0_seq1
RAVER1	amisp002388
COX6B2	amisp022683
ACER1	amisp033416
C19orf70	amisp019048
ADH1C	amisp009302
CNGA2	amisp027663
TRAPPC5	amisp004848
PCP2	amisp004855
CCDC159	amisp002376
CNGA3	amisp006214
JOSD2	amisp032270
IZUMO2	amisp022708
ALDH16A1	amisp027550
WDR88	comp61687_c1_seq2
TMIGD2	amisp032366
TNFAIP8L1	amisp032346
PLK3	amisp017668
MOB3A	amisp017020
MFSD12	amisp015394
NDUFA11	amisp015164
MISP	amisp032456
LRRC25	amisp027290
WTIP	amisp015744
NR2C2AP	amisp027255
CNN1	amisp002364
CCDC105	amisp019917
CYP4F22	amisp015012
CNN2	amisp032433
C19orf47	amisp007819
ANKLE1	comp1267926_c0_seq1
C2CD4C	amisp013137
CNN3	amisp027014
GABPB2	amisp012579
TDRD10	amisp000388
SHE	comp40447_c0_seq1
C1orf172	amisp008480
CNP	amisp008197
CCSAP	amisp019243
LRRC38	comp53275_c0_seq1
PUSL1	amisp023311
B3GALT6	amisp023321
CNR1	amisp017239
WDR63	comp375628_c0_seq1
KLHDC9	amisp018082
AXDND1	amisp006494
MAB21L3	amisp011075
CNR2	amisp029013
IFFO2	amisp022387
SLC44A3	amisp027015
ADH4	amisp025436
CNTF	amisp025895
ATXN7L2	amisp005682
C1orf194	amisp005665
LYPLAL1	amisp013471
CNTFR	amisp022102
ATP6V1G3	amisp005758
CNTN1	amisp019469
TYW3	amisp016451
C1orf173	amisp016453
LRRIQ3	comp71113_c1_seq26
TPRG1L	amisp023485
MYOM3	amisp029017
DMBX1	amisp014969
TCEANC2	amisp004458
PODN	amisp007069
LRRC39	amisp013625
GJB4	amisp002843
RNF19B	amisp028969
DCST2	amisp000371
DNAH14	comp56746_c1_seq1
ZNF648	amisp016721
COL1A1	amisp014833
OSCP1	amisp028772
C1orf216	amisp002870
KLHDC7A	amisp014386
VWA5B1	amisp007583
UBXN10	amisp007586
C1orf87	amisp013667
COL1A2	amisp030635
ARL8A	amisp010169
SYT2	amisp010160
GOLT1A	amisp012007
UHMK1	amisp034578
ADH5	amisp025434
COL2A1	amisp032725
WDR64	amisp002800
C1orf131	amisp006326
LIX1L	amisp005952
COL3A1	amisp002128
SPATA17	amisp012017
EDARADD	comp65821_c0_seq1
COL4A1	amisp024967
TMEM125	amisp012842
TSACC	amisp005974
IQGAP3	amisp006003
APOA1BP	amisp006002
ARHGEF19	amisp008683
MRPL55	amisp029361
DRAM2	amisp010175
PIFO	amisp003284
C1orf162	amisp015441
OR6P1	amisp007519
OR10X1	amisp034589
TATDN3	amisp003851
COL4A2	amisp009900
BHLHE23	amisp018733
NKAIN4	amisp005371
VSTM2L	comp29242_c0_seq1
FITM2	comp69343_c3_seq2
SPATA25	comp340076_c0_seq1
COL4A3	comp59427_c1_seq1
OCSTAMP	amisp032533
TSHZ2	amisp006841
COL4A4	comp41818_c0_seq1
C20orf85	amisp008615
ZNF831	amisp008593
TBC1D20	amisp012523
PROKR2	amisp002266
COL4A5	comp67771_c0_seq1
SLX4IP	amisp004306
COL4A6	amisp018941
DUSP15	amisp003376
BPIFB6	amisp011718
CHMP4B	amisp034186
PIGU	amisp031764
FAM83C	comp63673_c0_seq1
COL5A1	amisp026836
C22orf39	amisp030990
TANGO2	amisp012299
COL5A2	amisp002129
SGSM1	comp70940_c1_seq2
EMID1	comp59587_c1_seq2
COL6A1	amisp030772
ANKRD54	amisp017900
COL6A2	amisp030775
PPP1R21	amisp033118
TRABD2A	amisp002925
COL6A3	comp66897_c0_seq20
TMEM150A	amisp025501
COL7A1	amisp021890
NUP35	amisp023419
XIRP2	comp65119_c0_seq6
TYW5	amisp030942
COL8A1	amisp035173
NMS	amisp030180
MITD1	amisp021364
DIS3L2	amisp026869
COL8A2	amisp002880
CMPK2	amisp031843
MBOAT2	amisp015597
TAF8	amisp003287
COL9A1	comp1204681_c0_seq1
TMEM18	amisp022037
COL9A2	amisp025678
FBLN7	comp62257_c0_seq1
NEU4	amisp031429
RBM45	amisp028782
C2orf73	amisp003089
BBS5	amisp013174
CCDC173	amisp013170
COL9A3	amisp018723
AADAC	amisp020959
ACMSD	amisp017849
FAM168B	amisp020595
COL11A1	comp65022_c0_seq3
CIB4	amisp020373
RFTN2	amisp015379
CLHC1	amisp003077
COL11A2	amisp024116
PLEKHH2	comp52358_c0_seq2
COL12A1	amisp020972
AP1S3	amisp024546
C2orf76	amisp004331
SGPP2	comp61046_c0_seq2
ACVR1C	amisp018090
OSR1	amisp014626
COL13A1	comp51369_c0_seq1
TTC32	comp49227_c0_seq2
UBR3	comp64317_c0_seq4
KCTD18	amisp000508
ALS2CR12	amisp033630
ZNF513	amisp008723
LYPD6	amisp031618
LYPD6B	amisp033579
GALM	amisp022625
COL15A1	amisp032106
TMEM198	amisp009933
ZFAND2B	amisp017622
COL16A1	amisp019519
TMEM178A	comp62670_c0_seq2
CPO	amisp019441
MDH1B	amisp019440
COL17A1	comp63815_c0_seq1
C2orf50	amisp010891
PQLC3	comp64030_c0_seq2
TMEM182	amisp030130
FBXO36	amisp012735
MTERFD2	amisp025822
CCDC148	amisp032586
M1AP	amisp000270
COL19A1	amisp012910
CPNE4	amisp005418
CCDC58	amisp015661
KCNH8	comp59416_c0_seq1
COMP	amisp027278
DNAJC19	amisp010219
OTOL1	amisp015946
FAM3D	amisp022267
COMT	amisp012302
ZPLD1	amisp030211
KLHL40	amisp010788
COPA	amisp013078
TRIM71	amisp013419
FAM131A	amisp020835
CD200R1	amisp017601
CHCHD4	amisp023070
COPB1	amisp011546
ZDHHC19	comp52814_c1_seq1
CRYBG3	amisp011886
DCBLD2	amisp026660
KLF6	amisp032161
TPRA1	amisp001409
TMEM42	amisp023222
UROC1	amisp023067
SLC31A1	amisp000633
SLC31A2	amisp009575
FAM194A	comp66439_c0_seq2
COL6A6	amisp012658
GRK7	amisp026903
TMEM207	amisp027144
METTL6	amisp012647
ADK	amisp000879
TAMM41	amisp017776
IL17RE	comp63557_c0_seq4
GLYCTK	amisp008827
PPM1M	amisp020322
SNTN	amisp023195
SYNPR	amisp023191
H1FOO	amisp016772
OCIAD2	comp69464_c3_seq15
SCLT1	amisp006639
C4orf33	amisp006642
MAP3K8	amisp016601
ADAD1	amisp029768
LIN54	amisp031825
SPATA18	amisp008004
COX4I1	amisp033874
C4orf32	comp70077_c2_seq7
GNPDA2	amisp029084
SPATA4	amisp006903
CPEB2	comp65557_c1_seq1
EVC2	comp68533_c1_seq11
COX5B	amisp025511
ARL9	comp65643_c0_seq3
AASDH	comp68470_c0_seq4
PDCL2	amisp000317
ADM	amisp000050
PACRGL	amisp010068
OTOP1	amisp031556
ENPP6	amisp027421
SLC9B2	amisp024324
SETD9	comp67354_c0_seq21
IL31RA	amisp033054
EMB	amisp015801
PPARGC1B	amisp035096
EGFLAM	comp67368_c0_seq2
PRRC1	amisp008924
NADK2	comp70200_c0_seq17
CAPSL	comp48891_c0_seq2
COX6A1	amisp022204
JMY	amisp016224
C5orf58	comp909121_c0_seq1
ZNF474	comp51285_c0_seq2
CCDC127	amisp034791
ADORA1	amisp010184
COX6B1	amisp027818
UBE2QL1	amisp030191
C5orf49	amisp009712
FAM173B	amisp029260
CMBL	amisp024410
DNAJC21	amisp026390
AFAP1L1	amisp007742
GRPEL2	comp70432_c0_seq17
TMEM171	amisp018972
TMEM174	comp33061_c0_seq1
LSM11	comp63438_c0_seq1
POC5	amisp016638
STARD4	amisp002284
WDR36	amisp000503
NUDCD2	amisp027738
COX6C	amisp009272
UBLCP1	amisp029041
ACOT12	amisp010063
C5orf24	comp65739_c0_seq4
ADAT2	amisp026020
COX7A2	amisp020973
RIPPLY2	amisp004938
IRAK1BP1	amisp005941
CLVS2	amisp021125
TAAR1	amisp010373
COX7B	amisp008076
STXBP5	comp65811_c1_seq3
ADORA2A	amisp006218
COX7C	comp47521_c0_seq1
COX8A	amisp027616
NCOA7	comp68914_c0_seq6
HINT3	amisp031076
PACRG	amisp016844
B3GAT2	amisp007024
C6orf57	amisp012904
COX10	amisp001435
CD109	amisp031683
PM20D2	amisp029031
COX11	amisp031381
COX15	comp63972_c1_seq3
CP	amisp009076
CPA1	amisp000478
TRIM50	amisp012713
CPA3	amisp025582
NOBOX	comp46411_c0_seq1
OR6B1	amisp026248
ADORA2B	amisp000964
CPB1	amisp025581
CPB2	amisp023203
CPD	amisp000975
COL26A1	comp53361_c1_seq1
SSMEM1	amisp000481
C7orf57	amisp033567
CPE	amisp018652
SVOPL	amisp018181
MTPN	amisp026092
LRGUK	amisp028066
ASB10	amisp007270
CLDN4	comp70668_c0_seq2
CLDN3	amisp035005
MPLKIP	amisp007984
CPM	amisp029933
SRCRB4D	amisp020793
C7orf31	amisp003111
CPN1	amisp014525
ASZ1	amisp026593
CLDN23	amisp014920
CPOX	amisp030256
CPS1	amisp005439
FAM92A1	amisp016241
CPT1A	amisp022572
VPS37A	amisp015171
CPT1B	amisp029156
CPT2	amisp010909
NDUFAF6	comp66690_c0_seq3
TMEM68	amisp026005
ABRA	amisp006308
LYPD2	amisp029533
CR1	amisp003835
NKX2-6	comp59220_c0_seq1
TMEM71	amisp017817
ADHFE1	amisp001295
UBXN2B	amisp018443
PXDNL	amisp006074
AGPAT6	amisp025389
UNC5D	amisp001672
LETM2	amisp032863
RALYL	comp70001_c9_seq4
HGSNAT	comp69877_c2_seq18
RNF183	amisp000628
CRABP1	comp46734_c0_seq1
NACC2	amisp005074
C9orf116	comp64874_c0_seq1
C9orf41	amisp005276
CRABP2	comp64363_c0_seq1
C9orf85	amisp011287
C9orf135	amisp009341
FAM69B	amisp027853
CRAT	comp70657_c3_seq18
PTRH1	amisp020252
PIP5KL1	amisp020270
CREB1	amisp033446
ATF2	comp70319_c0_seq3
PTPDC1	comp67357_c0_seq8
CREBBP	amisp035217
RPP25L	amisp012260
ATF6B	amisp016445
CREBL2	amisp000616
CREM	comp56119_c0_seq2
SLITRK4	amisp006255
BEND2	amisp013427
PIH1D3	amisp027648
FAM199X	amisp034900
AMER1	amisp029097
CRHBP	amisp002778
APOOL	amisp003525
HDX	amisp020764
FUNDC1	amisp006029
GPR112	amisp017474
CRHR1	amisp033447
PTCHD1	amisp023853
CRHR2	amisp018919
UPRT	amisp014038
CRIP1	amisp013898
CRIP2	amisp013897
GAB3	amisp031941
CRK	comp47903_c0_seq1
DOCK11	amisp023128
CRKL	amisp011596
AAMP	amisp018011
ADORA3	amisp015440
CRMP1	amisp012141
HAPLN1	amisp025221
MUC17	amisp028619
ASB5	comp65992_c1_seq4
ASB6	amisp012375
ASB7	amisp005755
ASB8	amisp032720
ASB9	amisp024783
MYL6B	amisp011389
MYO3B	comp41944_c0_seq1
RNF32	amisp029829
S100A16	amisp000427
CHODL	amisp034605
SELM	amisp023098
NEK7	amisp006769
ACTRT2	comp57486_c0_seq1
GATA5	amisp015784
SLC32A1	amisp025971
C20orf96	amisp012529
ZBTB46	amisp007397
WFDC3	comp611942_c0_seq1
GCNT7	comp58058_c0_seq1
C20orf112	amisp021921
CBLN4	amisp013900
CTCFL	amisp010685
TRIM69	amisp011019
CRY1	amisp015618
SAMD10	amisp007383
CCM2L	comp1200021_c0_seq1
BRI3BP	amisp017206
SOGA1	amisp026721
TLDC2	amisp026725
RIMS4	amisp032510
ANKRD60	amisp008614
MACROD2	amisp017969
DYNLL2	amisp024495
TMEM37	amisp004332
UBE2F	amisp016788
ADAMTS14	amisp033651
NRSN1	amisp001233
SMCR8	amisp024296
CRY2	amisp001858
TRPM6	amisp005275
SRXN1	amisp012519
ROMO1	amisp000668
NEURL2	amisp025717
ZSWIM3	amisp025714
BANF2	amisp004616
NANP	amisp032672
ISM1	amisp024618
FAM65C	amisp018334
SIRPA	amisp014474
SREK1	amisp006281
RBBP8NL	comp39426_c0_seq1
CNBD2	amisp001820
CRYAA	amisp001208
STK35	comp71024_c0_seq2
ADPRH	amisp011921
CRYAB	amisp010394
CRYBA1	amisp024315
CRYBA2	amisp004833
CRYBB1	amisp030809
CRYBB2	amisp024710
CRYBB3	amisp024709
CRYGB	amisp004030
PARP1	amisp018395
CRYGC	amisp004029
MIB2	amisp011740
DUSP19	amisp023421
ITLN2	amisp008622
ASB15	amisp003875
ASB14	amisp002322
ASB12	amisp029098
CRYGS	comp677486_c0_seq1
CRYM	amisp014597
SAMD8	amisp025113
CRYZ	amisp016452
TRUB1	amisp015261
MPP7	amisp005782
CS	amisp011381
FRMPD2	amisp029928
VTI1A	amisp007730
MAPK14	comp70039_c2_seq6
DYDC1	amisp022561
HECTD2	amisp002744
C10orf82	amisp020569
CACUL1	amisp034208
CSE1L	amisp019553
SYT9	amisp027140
LDLRAD3	amisp016479
PSMA8	amisp006205
CSF1	comp68365_c0_seq1
XRRA1	comp69390_c3_seq10
CSF1R	amisp031245
MUC15	amisp020462
C11orf94	comp46544_c0_seq1
FAM76B	amisp000709
SESN3	amisp018749
PIWIL4	amisp019063
CSF2RA	amisp025183
ARHGAP42	amisp017721
KBTBD3	comp54274_c0_seq1
CWF19L2	amisp033554
KDELC2	amisp020540
CSF2RB	amisp018502
LAYN	amisp010399
CSF3	amisp022967
CSF3R	amisp028770
PLEKHA7	amisp022130
SPTY2D1	amisp011191
TMEM86A	amisp011190
DNHD1	amisp000863
PRICKLE1	amisp013193
AMDHD1	amisp004052
OVOS2	comp60851_c0_seq1
BCDIN3D	amisp004195
ALG10B	amisp023197
FAM101A	amisp017194
LYRM5	amisp003632
CPNE8	amisp005662
TMEM120B	amisp008672
WDR66	amisp017827
GLT1D1	amisp029353
TSPAN19	amisp006060
BEST3	comp2117_c0_seq1
E2F7	amisp026180
CSK	amisp030301
KRT80	amisp004194
C12orf55	amisp007451
A2ML1	amisp015562
C12orf66	amisp005798
C12orf60	comp38302_c0_seq1
FBXL14	amisp018702
RAD9B	amisp009438
FAM109A	amisp005488
FAM216B	amisp028917
LACC1	amisp001837
B3GALTL	amisp003532
CSNK1A1	comp57665_c0_seq3
RDH12	amisp001526
GSC	amisp027133
PRIMA1	amisp032081
